3.38845	0	
3.1226	-9.79652	
2.34017	-19.0359	
1.19878	-23.0242	
-0.0101104	-21.5236	
-0.941306	-12.7909	
-1.2556	1.20918	
-0.77585	16.4696	
0.301168	23.2185	
1.58634	24.1402	
2.66506	15.6105	
3.18885	3.69131	
2.96224	-12.0419	
1.95688	-25.0058	
0.467072	-29.8936	
-0.995048	-23.9855	
-1.86346	-8.01565	
-1.69618	14.1802	
-0.49965	29.9118	
1.18929	32.3258	
2.69174	23.0393	
3.53024	7.85934	
3.47789	-9.78837	
2.6764	-19.7463	
1.36666	-28.5177	
-0.226364	-30.1853	
-1.65187	-22.3446	
-2.40982	-5.58598	
-2.07387	17.9658	
-0.738253	31.2518	
1.05109	34.6856	
2.6933	25.8296	
3.67524	10.355	
3.83451	-4.48592	
3.28085	-15.9164	
2.14244	-26.0342	
0.60942	-30.4575	
-0.940751	-26.6663	
-2.06261	-14.6743	
-2.3804	2.96392	
-1.69427	22.3198	
-0.189881	33.117	
1.66756	35.3298	
3.30275	24.9269	
4.25044	9.99569	
4.25778	-9.72534	
3.2443	-27.6212	
1.48339	-37.2686	
-0.434687	-33.4125	
-1.83764	-18.2864	
-2.1947	5.12878	
